full_name,contributor,commit
cgonzalez7684/EntregaLabsPrograI,Cristhian00007,1
cgonzalez7684/EntregaLabsPrograI,FabricioR20,1
cgonzalez7684/EntregaLabsPrograI,JUANCA004,1
cgonzalez7684/EntregaLabsPrograI,Vargas184b,1
KailaneGomesS/Projeto-Final-POO,KailaneGomesS,21
lovekang3344/CTGU_Educoder,lovekang3344,54
lovekang3344/CTGU_Educoder,HelloPeter1,3
lovekang3344/CTGU_Educoder,ctgu-pcx,3
lovekang3344/CTGU_Educoder,chengxuyuanbai,2
dadaxin46/hhjkl,dadaxin46,1
AmiLasmitayaOK/Kudune,AmiLasmitayaOK,1
PrettyU-creator/Readme,PrettyU-creator,1
EpicAbadi/testLINEA,EpicAbadi,1
elonmusk31/fikfik,elonmusk31,1
GloryiouXx/GloryiouX,GloryiouXx,1
SaesongMS/aspnet-react-mongo-docker-stack,SaesongMS,6
SaesongMS/aspnet-react-mongo-docker-stack,70masz,1
FatherWolf/ibginstitute-react,FatherWolf,14
FatherWolf/ibginstitute-react,HarrisMBrad,4
FatherWolf/ibginstitute-react,missatrox44,1
hercule-karuha/online-shopping,Magicalyida,31
hercule-karuha/online-shopping,KNICEX,2
superdevkit/invoice-gen-reactjs,superdevkit,7
seobookpro/yourseobook,seobookpro,21
thanhmompro666999/kgtr,thanhmompro666999,1
shakilab0/Flutter-Rest-Api-Tutorials-With-Example,shakilab0,1
mido-ahmed/Facetcher-App,henry-azer,349
mido-ahmed/Facetcher-App,mido-ahmed,181
mido-ahmed/Facetcher-App,Tota6,57
mido-ahmed/Facetcher-App,Alber-Ashraf,4
mido-ahmed/Facetcher-App,henryazer,2
muharremblbl2/uzumaki2,muharremblbl2,1
zhosseini213/zahra1,zhosseini213,1
anujxcode/ajxwebsite,anujxcode,6
Fablomingi/ETG,Fablomingi,2
hesopatrm/test,hesopatrm,1
RodrigoPerozin/kabp,RodrigoPerozin,2
davvid/telescope-git-grep.nvim,davvid,8
tropangpotchiph/phplectures,tropangpotchiph,8
seo-asif/react-redux-toolkit,seo-asif,4
Pranav0-0Aggarwal/EmoPot,Pranav0-0Aggarwal,9
MahmoudElshahatt/BookShelf,MahmoudElshahatt,11
metehannguzel/pneumonia-detection-cnn,metehannguzel,4
pribt/Node-API,pribt,7
zachallaun/openai_autofunctions,zachallaun,5
superdevkit/auth-nextjs,superdevkit,1267
MertKalkanci/Mert-Studio-Car-Sound-System,MertKalkanci,17
pbblerico/MovieAppCompose,pbblerico,15
akrck02/GifMaker,akrck02,8
ondra-novak/nostr_server,ondra-novak,42
ondra-novak/nostr_server,petrkr,3
sm1ck/zksync-mintsquare,sm1ck,1
demhat0/demett,demhat0,1
Gracaonur/GRACA,Gracaonur,1
umureth/67vjld,umureth,1
for0nething/SIGMOD-Programming-Contest-2023,for0nething,6
Gianeh/Web_app_testing,Gianeh,310
Gianeh/Web_app_testing,OverGravy,307
paranoid2006/MAXSUN-H610ITX-Hackintosh,paranoid2006,12
fablomingo/Desperado1,fablomingo,1
claudia862/hello,claudia862,1
nakula77/markula,nakula77,1
firecapital/firecapita,firecapital,1
retkowsky/dreambooth_azureML,retkowsky,25
chenjing8/mission1,chenjing8,2
JsCrazy1202/Coderbyte_Clipboard_health,JsCrazy1202,2
rockero-cz/laravel-forge-deployer,ivanpisa,27
je-clark/sf23us-beyond-net-latency,je-clark,1
devTBenoth/DLL-Injector,devTBenoth,15
Linokinq/Hello-World,Linokinq,2
ebrusarabgc/Alzheimers_Dissease_Classification,ebrusarabgc,1
brian-muchiri/E-Commerce-website,brian-muchiri,4
ivanreese/computerwow,ivanreese,1
Iccyan21/Seichi_backend_Templete,Iccyan21,3
StanfordMIMI/CompRx,sluijs,2
StanfordMIMI/CompRx,maya124,1
agility7301/miracel,agility7301,1
ignxcy/yuhfetch,ignxcy,56
JoelDeonDsouza/Movie-App,JoelDeonDsouza,9
ohapov/zkBridge,ohapov,2
umureth/y97,umureth,1
Spaceball55/wrappers,Spaceball55,16
edrisranjbar/qurandl,AbdollahAshrafi,64
edrisranjbar/qurandl,edrisranjbar,27
edrisranjbar/qurandl,imranertaza,14
iamstevepaul/MRTA-Graph_RL,iamstevepaul,5
KhaledHegazy222/project-management-tool,Omar622,56
KhaledHegazy222/project-management-tool,KhaledHegazy222,50
Vunguyen0505/t6,Vunguyen0505,1
erikwolfsohn/terra_api_wrappers,erikwolfsohn,5
erikwolfsohn/terra_api_wrappers,j23414,3
AcidOP/potterhead-api,AcidOP,11
AcidOP/potterhead-api,SpandyBoss,5
WSUCEG-7140/Team-Rainbow--Quiz-Game-App,siri0314,10
WSUCEG-7140/Team-Rainbow--Quiz-Game-App,HarshaBojanki3,5
WSUCEG-7140/Team-Rainbow--Quiz-Game-App,MummanaTeja,5
WSUCEG-7140/Team-Rainbow--Quiz-Game-App,sushmithakishor23,4
WSUCEG-7140/Team-Rainbow--Quiz-Game-App,ksaishirini,3
WSUCEG-7140/Team-Rainbow--Quiz-Game-App,Shirini4,1
shyamg090/exam_hall_management,shyamg090,5
TraceTL/QQ-wolfbot,TraceTL,2
Linokinq/telegramBot,Linokinq,1
R4HUL-INDIAN/Radhe,R4HUL-INDIAN,83
R4HUL-INDIAN/Radhe,technicalattri,1
tianji0775/jhfgjfk,tianji0775,1
Tutul-King/Tutul-King,Tutul-King,5
anutkk/gpu_worth,anutkk,11
flathub/org.freedesktop.Sdk.Extension.typescript,BrainBlasted,9
flathub/org.freedesktop.Sdk.Extension.typescript,flathubbot,1
umureth/hgb8t,umureth,1
mirkolenz/flocken,mirkolenz,5
mirkolenz/flocken,semantic-release-bot,5
SubUx/coming-soon-and-landing-page-template,python019,1
umureth/hgb8t,umureth,1
our-mini-games/tower-defense,humandetail,24
our-mini-games/tower-defense,Stan-BK,13
our-mini-games/tower-defense,libondev,10
our-mini-games/tower-defense,yzqzy,2
malezjaa/prime-console,malezjaa,83
malezjaa/prime-console,github-actions[bot],1
JeanLarez/backend-comision-1-2023-argentina-programa-4.0,JeanLarez,14
sasnemesis/fener,sasnemesis,1
hhhwmws0117/GLM-VITS-SadTalker,hhhwmws0117,35
hosseinbtc/tina,hosseinbtc,1
m18078502594/fguiouyuky,m18078502594,1
amandyam/wrapperpractice,amandyam,8
web45756/gm,web45756,1
bysina67/fhjh,bysina67,1
nnefiseoz/interfaceExample,nnefiseoz,2
techytushar/info_gpt,techytushar,4
Linokinq/Dependency,Linokinq,1
brian-muchiri/Parking-system,brian-muchiri,2
talented634/Jssnb,talented634,1
metehannguzel/video-games-sales-analysis,metehannguzel,3
vladburyk7/muontes,kessiler,43
vladburyk7/muontes,sonnickoo,4
Antonbreakble/UwUtopia,Antonbreakble,5
web234217/222,web234217,1
superdevkit/website-map,superdevkit,197
Chi-Kai/zotero-tabs-group,Chi-Kai,1
sanmei310/ghj,sanmei310,1
erikaheidi/php-full-wolfi-demo,erikaheidi,4
konata-chan404/bereshith-guide,konata-chan404,3
Anya1014CN/MiBoxTranslations,Anya1014CN,5
Anya1014CN/MiBoxTranslations,LandChit,2
crisadamo/mojo-libc,crisadamo,7
dollar-src/src-billing,dollar-src,10
anton-kolyaev/insurance-2023-july,Dovias,5
anton-kolyaev/insurance-2023-july,anton-kolyaev,2
anton-kolyaev/insurance-2023-july,NorthDragonDuck,2
anton-kolyaev/insurance-2023-july,AntonKolyaev,1
andy-west/fujitsu-keyboard-mod,andy-west,3
sminez/penrose-from-scratch,sminez,27
umureth/lkm-knj,umureth,1
SinaaFr/NFT,SinaaFr,1
yitzchak/archlinux-cl,yitzchak,14
kdh-92/Tiggle,kdh-92,19
kdh-92/Tiggle,Jeong-hae-rim,3
kdh-92/Tiggle,seyoonkim48,1
raine/ghtool,raine,79
Alexdev8/RansomwareProtectionSystem,Oshimo19,47
Alexdev8/RansomwareProtectionSystem,Alexdev8,42
Alexdev8/RansomwareProtectionSystem,Chrisrbd,28
Alexdev8/RansomwareProtectionSystem,yaya47520,26
Alexdev8/RansomwareProtectionSystem,Tekitsu,12
Alexdev8/RansomwareProtectionSystem,Areesss13,8
nakula77/nadova,nakula77,1
0xkavan/prompt-engineering,0xkavan,4
andrewgcodes/lightspeedEmbeddings,andrewgcodes,10
eraykolay/eray45,eraykolay,1
ayushi9797/JoonAssignment,ayushi9797,34
hif2253/gvjfgj,hif2253,1
Younes1u/Google-play-,Younes1u,1
Mythical-Github/kf2_modding_utility,Mythical-Github,143
solana-labs/interns-codehub,joeaba,1
fatmaaaskarr1/12312312c,fatmaaaskarr1,1
jeffsoncavalcante/tr069,jeffsoncavalcante,30
freeCodeCamp/promtail-config,raisedadead,3
moniq-e/DinoDemake,moniq-e,5
jamshid-net/Gaming.MVC,jamshid-net,53
mojadcera/oktober,mojadcera,1
zhosseini213/zahra2,zhosseini213,1
gneiru/rohi.dev,gneiru,130
gneiru/rohi.dev,renovate[bot],15
ysx88/my-packages,github-actions[bot],29
ysx88/my-packages,ysx88,6
Puzzlee-Studio/PuzzlePay,MeiNanziiii,72
Puzzlee-Studio/PuzzlePay,radyshenkya,34
0xFin/Markdown,0xFin,2
fabri12575/fabri,fabri12575,1
hipdev/rick-and-morty-characters,hipdev,19
yin196464/vhkgjk,yin196464,1
TRIPATHISHIWANSHI/Recursion-Questions,TRIPATHISHIWANSHI,5
brian-muchiri/rock-paper-scissor,brian-muchiri,2
DreamArts/42HoursTuning2023,ktakada42,6
DreamArts/42HoursTuning2023,gussy-dre,5
ATTACKnDEFEND/pdf-toolkit,ATTACKnDEFEND,34
Nadai2010/Nadai-StarknetEs-Guia-Cairo1,Nadai2010,29
Siykt/cron-jobs,Siykt,24
JimmYGump/SSH-Connection,JimmYGump,1
kot-senya/PM-02-programm-Greenatom,kot-senya,51
kot-senya/PM-02-programm-Greenatom,Arinasay,21
kot-senya/PM-02-programm-Greenatom,N1coMEOW,10
waybesuricata/Community-Boosters,waybesuricata,1
farberjohannrtx/bybit,farberjohannrtx,2
ResidenciaTICBrisa/01_ComunicacaoTexto,bot-do-jao,20
ResidenciaTICBrisa/01_ComunicacaoTexto,VitorB2002,10
ResidenciaTICBrisa/01_ComunicacaoTexto,izabellaalves,3
ResidenciaTICBrisa/01_ComunicacaoTexto,gabrie1barbosa,2
ResidenciaTICBrisa/01_ComunicacaoTexto,guilhermedfs,1
ResidenciaTICBrisa/01_ComunicacaoTexto,Thais-ra,1
ghy99/DataVerse,kowh-ai,200
ghy99/DataVerse,ghy99,173
ghy99/DataVerse,jinruiiii,57
ghy99/DataVerse,clementmouchet,15
ghy99/DataVerse,wardi,1
ghy99/DataVerse,niryuu,1
paulowelton/Jogo-java,paulowelton,3
lambdaclass/lambdaworks_exercises,diegokingston,4
BoostModzZ/decompiled_Scripts_1.67,ThePosiDong,2
Janik-Haag/first-time-contribution-tagger,Janik-Haag,11
khangluong2004/LinearAlgebraNumpy,khangluong2004,8
abichat/rr23-tuto-tidymodels,abichat,4
mahdinoori2000/todo-list-peer-review,mahdinoori2000,6
mohashyne/Awesome-books,mohashyne,15
samselikoff/2023-05-23-discord-nested-routes,samselikoff,20
Hunteramiri/noon,Hunteramiri,1
mahamudulhasan-me/mahamudulhasan.me,mahamudulhasan-me,40
ZewdieMc/blog-app,ZewdieMc,94
ZewdieMc/blog-app,codeWithHyder,1
ctrey6/ctrey6,ctrey6,1
akt0001c/fearful-doll-6867,Sushil808174,47
akt0001c/fearful-doll-6867,akt0001c,44
akt0001c/fearful-doll-6867,Amanastel,43
akt0001c/fearful-doll-6867,2018115025,9
wwangzimu/gpt-mind,wwangzimu,3
KZMKBL/kazim,KZMKBL,1
danmar66/goit-node-69,danmar66,11
Irina-anat/goit-react-hw-03-image-finder,Irina-anat,14
Miladsasani/bime,Miladsasani,1
HoshimiyaYoku/BlackRidingHood,HoshimiyaYoku,2
karipcinslmzz/w,karipcinslmzz,2
m15878511975/vcnjhj,m15878511975,1
hatecore9/1,hatecore9,1
m00761996/tjtryty,m00761996,1
vut55891/hgghgh,vut55891,1
metehannguzel/design-patterns,metehannguzel,4
Alkaison/Todo-JavaScript,Alkaison,24
kerian123/1122,kerian123,1
Mayberryqvq/gestureUnlock,Mayberryqvq,7
ds2-lab/LambdaFS,Scusemua,2256
ds2-lab/LambdaFS,berthoug,751
ds2-lab/LambdaFS,szetszwo,743
ds2-lab/LambdaFS,vinoduec,646
ds2-lab/LambdaFS,elicollins,483
ds2-lab/LambdaFS,toddlipcon,436
ds2-lab/LambdaFS,acmurthy,411
ds2-lab/LambdaFS,tomwhite,375
ds2-lab/LambdaFS,revans2,266
ds2-lab/LambdaFS,cdouglas,227
ds2-lab/LambdaFS,atm,226
ds2-lab/LambdaFS,kouzant,214
ds2-lab/LambdaFS,cnauroth,186
ds2-lab/LambdaFS,shvachko,174
ds2-lab/LambdaFS,Jing9,165
ds2-lab/LambdaFS,omalley,151
ds2-lab/LambdaFS,tgravescs,136
ds2-lab/LambdaFS,jlowe,134
ds2-lab/LambdaFS,smkniazi,128
ds2-lab/LambdaFS,sryza,117
ds2-lab/LambdaFS,sidseth,117
ds2-lab/LambdaFS,kihwal,101
ds2-lab/LambdaFS,cmccabe,98
ds2-lab/LambdaFS,arp7,98
ds2-lab/LambdaFS,sborya,93
ds2-lab/LambdaFS,jghoman,83
ds2-lab/LambdaFS,umbrant,80
ds2-lab/LambdaFS,gkesavan,76
ds2-lab/LambdaFS,sharadag,71
ds2-lab/LambdaFS,jnp,68
ds2-lab/LambdaFS,umamaheswararao,66
ds2-lab/LambdaFS,QwertyManiac,64
ds2-lab/LambdaFS,steveloughran,56
ds2-lab/LambdaFS,maismail,50
ds2-lab/LambdaFS,kambatla,45
ds2-lab/LambdaFS,mattf-apache,32
ds2-lab/LambdaFS,vicaya,30
ds2-lab/LambdaFS,cutting,25
ds2-lab/LambdaFS,saintstack,24
ds2-lab/LambdaFS,hiteshs,22
ds2-lab/LambdaFS,zjshen14,21
ds2-lab/LambdaFS,y-liu,21
ds2-lab/LambdaFS,jian-he,20
ds2-lab/LambdaFS,vinayakumarb,20
ds2-lab/LambdaFS,augustbonds,19
ds2-lab/LambdaFS,macroadster,17
ds2-lab/LambdaFS,robzor92,16
ds2-lab/LambdaFS,dependabot[bot],14
ds2-lab/LambdaFS,rangadi,12
ds2-lab/LambdaFS,aajisaka,11
ds2-lab/LambdaFS,SirOibaf,10
ds2-lab/LambdaFS,aw-was-here,8
ds2-lab/LambdaFS,JunpingDu,6
ds2-lab/LambdaFS,tkakantousis,6
ds2-lab/LambdaFS,enis,5
ds2-lab/LambdaFS,arpitgupta,4
ds2-lab/LambdaFS,oza,4
ds2-lab/LambdaFS,zshao,4
ds2-lab/LambdaFS,o-alex,3
ds2-lab/LambdaFS,raviprak,3
ds2-lab/LambdaFS,bcleenders,3
ds2-lab/LambdaFS,xslogic,2
ds2-lab/LambdaFS,pjeli,2
ds2-lab/LambdaFS,tddg,2
ds2-lab/LambdaFS,dawiss1337,1
ds2-lab/LambdaFS,m00dy,1
ds2-lab/LambdaFS,gerashegalov,1
ds2-lab/LambdaFS,raviprak-altiscale,1
ds2-lab/LambdaFS,rizvi-kth,1
ds2-lab/LambdaFS,yangwwei,1
ds2-lab/LambdaFS,xiaoyuyao,1
peterchristofferholm/discotime,peterchristofferholm,9
Codex-as/DSA-Backtracking,Codex-as,1
fdvky1/ig-downloader,fdvky1,5
Khoaivn81/LHD,Khoaivn81,1
Kekkodf/Infosec-Lecture-Notes,Kekkodf,18
smhctnglu/traxmiral,smhctnglu,2
lx5555/mePush,lx5555,26
nickorzha/realistic-shadow,nickorzha,17
Kaghenimbale/blog-app,Kaghenimbale,42
tovicheung/SquareRoot2Py,tovicheung,8
Ibraheem444/GameFi-and-Web-3.0-,Ibraheem444,1
umtdvl/dasdasf,umtdvl,1
vgsatorras/probai,vgsatorras,11
vgsatorras/probai,vgsmicrosoft,1
csg-utulsa/CCUS,Doggitoz,1
csg-utulsa/CCUS,ProfessorAkram,1
Hadi8005/hahdjsj,Hadi8005,1
vut55891/fjedt,vut55891,1
giamorim21/giamorim21,giamorim21,25
linhlinh8437/linhlinh1,linhlinh8437,1
EpicAbadi/JKDID,EpicAbadi,1
thailan008/TL2,thailan008,1
Younes1u/Development-and-service-projects,Younes1u,1
vongocvongoclinh28099/mot,vongocvongoclinh28099,1
dweiller/zimalloc,dweiller,102
Britinogn/Classic-Barbershop,Britinogn,2
salahawk/bittensor-model-finetune,salahawk,25
salahawk/bittensor-model-finetune,asifehmad,2
salahawk/bittensor-model-finetune,crazydevlegend,1
LeeVangraefschepe/LeapEngine,SanderDeKeukelaere,58
LeeVangraefschepe/LeapEngine,LeeVangraefschepe,28
LeeVangraefschepe/LeapEngine,jefbelmans,15
PedroKlein/IA-2023-1,PedroKlein,12
PedroKlein/IA-2023-1,brendaschussler,2
PedroKlein/IA-2023-1,fsbertoglio,2
PedroKlein/IA-2023-1,pedrorigon,1
bluejohnatan/android,bluejohnatan,1
warmthsea/utils,warmthsea,19
KimAnh010157/KimAnh.,KimAnh010157,1
MarkWme/aks-blue-green-tf,MarkWme,3
kunal00000/Regular-Expressions_regex,kunal00000,7
ImMacky/mk-DumpsterDepths,ImMacky,4
errx552/jhjhjh,errx552,1
MandoDB/kick-rpc,MandoDB,4
monsterrrrsefa/monster4,monsterrrrsefa,1
barbosaadriano/dsa-wrangling-class,barbosaadriano,4
titoh082/lining,titoh082,6
samisams1/cryptocurrency-,samisams1,35
Dorcas126/To-Do-List,Dorcas126,27
Dorcas126/To-Do-List,geekelo,2
micvitc/NFC-Attendance-System,ShyamSundhar1411,7
micvitc/NFC-Attendance-System,Suryaprabha2609,2
micvitc/NFC-Attendance-System,Navi2329,2
vvgoodman/poclist,vvgoodman,6
Ninidze1/Chess-Compose-Multiplatform,Ninidze1,21
zubayermunna/melodify-client,zubayermunna,21
MrMelon54/draggable_lists,MrMelon54,6
natrixdev/Python-CC-Generator,natrixdev,3
LesanOuO/tornado_router,LesanOuO,2
scassius/lil-orm,scassius,28
acesur74101/LMS,acesur74101,28
acesur74101/LMS,MertDmrcn,10
acesur74101/LMS,Nusret-Karakus,4
acesur74101/LMS,farukb16,3
acesur74101/LMS,ayseozer,1
EEKIM10/niobot,EEKIM10,124
et-irl/nus-tools,et-irl,53
AndreaM2429/AndreaM2429,AndreaM2429,3
smilewithkhushi/Portfolio-Khushi-Panwar,smilewithkhushi,14
chipne2212/LikeIt,chipne2212,1
platzi/java-sql,anagvillanueva,18
atengberg/another_internet_computer_starter_template,atengberg,41
tiffanytran999/003-B,tiffanytran999,1
imSAJJAKALI/purring-root-8,imSAJJAKALI,35
imSAJJAKALI/purring-root-8,Neelachari,10
imSAJJAKALI/purring-root-8,karanjarwal999,9
megahomyak/detey,megahomyak,29
metehannguzel/malaria-cell-detection-cnn,metehannguzel,5
facebookincubator/wireguard_py,facebook-github-bot,1
VIRN2005/Pro1P3_Grupo2,VIRN2005,22
VIRN2005/Pro1P3_Grupo2,Jham1511,10
VIRN2005/Pro1P3_Grupo2,Davidreyesd13,6
RohullahAkbari/Mask_Detection,RohullahAkbari,27
RohullahAkbari/Mask_Detection,HasibullahAman,8
RohullahAkbari/Mask_Detection,fazluddin-saleh,1
cali-95/LGTVLinuxCompanion,cali-95,2
Zhengxuez/rg6_gripper_description,Zhengxuez,4
uctrumdl/orange,uctrumdl,1
baichuan-inc/baichuan-7B,GradientGuru,37
baichuan-inc/baichuan-7B,bc-gpd,5
baichuan-inc/baichuan-7B,s-JoL,3
baichuan-inc/baichuan-7B,benywon,2
baichuan-inc/baichuan-7B,XuehaiPan,1
baichuan-inc/baichuan-7B,zmsn-2077,1
krzysztofzablocki/Swift-Macros,krzysztofzablocki,34
krzysztofzablocki/Swift-Macros,p-x9,4
krzysztofzablocki/Swift-Macros,joshuawright11,2
krzysztofzablocki/Swift-Macros,ShenghaiWang,2
krzysztofzablocki/Swift-Macros,zijievv,2
krzysztofzablocki/Swift-Macros,fruitcoder,1
krzysztofzablocki/Swift-Macros,collisionspace,1
krzysztofzablocki/Swift-Macros,IanKeen,1
krzysztofzablocki/Swift-Macros,PycKamil,1
krzysztofzablocki/Swift-Macros,LeonardoCardoso,1
krzysztofzablocki/Swift-Macros,lukepistrol,1
krzysztofzablocki/Swift-Macros,Matejkob,1
krzysztofzablocki/Swift-Macros,MussaCharles,1
krzysztofzablocki/Swift-Macros,Otbivnoe,1
krzysztofzablocki/Swift-Macros,sasha-riabchuk,1
krzysztofzablocki/Swift-Macros,SergeyPetrachkov,1
krzysztofzablocki/Swift-Macros,soumyamahunt,1
krzysztofzablocki/Swift-Macros,WilhelmOks,1
krzysztofzablocki/Swift-Macros,bannzai,1
krzysztofzablocki/Swift-Macros,syt2,1
Sh4yy/cloudflare-email,Sh4yy,10
Sh4yy/cloudflare-email,benguild,2
Sh4yy/cloudflare-email,alter123,1
Sh4yy/cloudflare-email,taverasmisael,1
morph-labs/rift,EdAyers,13
morph-labs/rift,cristianoc,12
morph-labs/rift,kataqatsi,1
morph-labs/rift,jeremylan,1
jxnl/openai_function_call,jxnl,45
jxnl/openai_function_call,DaveOkpare,3
jxnl/openai_function_call,jpdus,3
jxnl/openai_function_call,cristobalcl,1
jxnl/openai_function_call,fpingham,1
sweepai/sweep,kevinlu1248,157
sweepai/sweep,wwzeng1,133
sweepai/sweep,lukejagg,49
sweepai/sweep,sweep-nightly[bot],19
sweepai/sweep,sweep-ai[bot],8
sweepai/sweep,asc11cat,1
svermeulen/text-to-colorscheme,svermeulen,30
ssundaram21/dreamsim,ssundaram21,11
ssundaram21/dreamsim,stephanie-fu,1
Anil-matcha/openai-functions,Anil-matcha,4
mattharrison/effective_xgboost_book,mattharrison,1
yl4579/StyleTTS2,yl4579,2
va1shn9v/PromptIR,va1shn9v,4
va1shn9v/PromptIR,swz30,2
dabit3/prompt-engineering-for-javascript-developers,dabit3,1
EQTPartners/CompanyKG,cao-lele,8
EQTPartners/CompanyKG,markgw-eqt,7
lukepistrol/SFSymbolsMacro,lukepistrol,23
WangFeng18/3d-gaussian-splatting,WangFeng18,39
WangFeng18/3d-gaussian-splatting,vaibhavnayel,6
IanKeen/MacroKit,IanKeen,5
tangxiaofeng7/CVE-2023-32315-Openfire-Bypass,tangxiaofeng7,5
michiganrobotics/rob311,dnewms,3
michiganrobotics/rob311,michiganrobotics,1
api0cradle/RedTeamScripts,api0cradle,1
rita-iot/chatgpt,rita-iot,20
life-exe/UnrealOpenAIPlugin,life-exe,7
llmeval/llmeval-1,qzhangFDU,6
llmeval/llmeval-1,yuezh000,1
marsara9/lemmy-search,marsara9,302
marsara9/lemmy-search,Mister-Digital,1
Xiumuzaidiao/Day-night-toggle-button,Xiumuzaidiao,5
Xiumuzaidiao/Day-night-toggle-button,ish-kafel,3
Xiumuzaidiao/Day-night-toggle-button,1405720461,2
JayZeeDesign/gpt-function-calling-tutorial,JayZeeDesign,2
TinrLin/NaiveProxy-installation,TinrLin,81
Icingworld/Steganalysis-LSB,Icingworld,11
UnderstandGPT/UnderstandGPT,jonfairbanks,13
UnderstandGPT/UnderstandGPT,eugenepentland,9
UnderstandGPT/UnderstandGPT,DarpanGanatra,1
tgxs002/HPSv2,tgxs002,20
tgxs002/HPSv2,Enderfga,1
tgxs002/HPSv2,Jaeger416,1
souvikmajumder26/Land-Cover-Semantic-Segmentation-PyTorch,souvikmajumder26,32
db0/pythorhead,db0,40
db0/pythorhead,NicKoehler,26
db0/pythorhead,i-be-snek,8
db0/pythorhead,pnewstein,6
db0/pythorhead,retiolus,2
db0/pythorhead,AshtonTX,1
db0/pythorhead,carlesmu,1
db0/pythorhead,Demigodrick,1
db0/pythorhead,JodanJodan,1
db0/pythorhead,LemiSt24,1
db0/pythorhead,hjalp,1
db0/pythorhead,sab666,1
db0/pythorhead,tanitna,1
SkyProc/translation,Andoryuuta,9
daveshap/KB_microservice,daveshap,12
ddPn08/Latopia,ddPn08,11
amiantos/ealain,amiantos,11
Home-Assistant-Pro-Team/Power-Control,marco-hacs,35
Home-Assistant-Pro-Team/Power-Control,calas80,19
haticeerturk/requestCleaner,haticeerturk,4
airbus-seclab/AFLplusplus-blogpost,agantet,11
airbus-seclab/AFLplusplus-blogpost,JRomainG,1
metal-by-example/book-of-shaders-metal,warrenm,5
jupyterjazz/git-agent,jupyterjazz,9
jupyterjazz/git-agent,samsja,1
khoa-omega/clock-of-clocks,khoa-omega,5
mahdeslami11/Mojtaba.laghaei,Mojtabalaghaei,14
jamesoma/AltlikeTark-ov,jamesoma,1
jamesoma/AltlikeValor-ant,jamesoma,1
nftscripts/zksync,nftscripts,32
jamesoma/AltlikeSpoof,jamesoma,1
facebookresearch/ssorl,enosair,1
Maruti-io/cephalon-rs,sagarp-patel,30
unclebob/FunctionalDesign,unclebob,2
TencentARC/SurfelNeRF,pookiefoof,2
UsmanGill-UG/Technical-Interview-Questions-Guide,UsmanGill-UG,39
safak/typescript-tutorial,safak,1
quine-sh/Your-First-Contribution,fernandezbaptiste,99
quine-sh/Your-First-Contribution,Soumava-221B,4
quine-sh/Your-First-Contribution,navilindo,3
quine-sh/Your-First-Contribution,ChildEater69,2
quine-sh/Your-First-Contribution,ranjanmangla1,2
quine-sh/Your-First-Contribution,ronank7z,2
quine-sh/Your-First-Contribution,mnamesujit,2
quine-sh/Your-First-Contribution,harsha-38,2
quine-sh/Your-First-Contribution,AlexBenavente,1
quine-sh/Your-First-Contribution,AlexDolch,1
quine-sh/Your-First-Contribution,ankittmeena,1
quine-sh/Your-First-Contribution,anrgsh33,1
quine-sh/Your-First-Contribution,BBetuel,1
quine-sh/Your-First-Contribution,eshan-one,1
quine-sh/Your-First-Contribution,chitimbwasc,1
quine-sh/Your-First-Contribution,davidjosipovic,1
quine-sh/Your-First-Contribution,Honey2339,1
quine-sh/Your-First-Contribution,Mayureshd-18,1
quine-sh/Your-First-Contribution,sakshisahu612,1
quine-sh/Your-First-Contribution,RoyDev72,1
quine-sh/Your-First-Contribution,shiv-droid,1
quine-sh/Your-First-Contribution,sidhuiwnl,1
quine-sh/Your-First-Contribution,VeLoct84,1
quine-sh/Your-First-Contribution,cristianbyte,1
quine-sh/Your-First-Contribution,damiakadiri,1
quine-sh/Your-First-Contribution,imaxmayur,1
quine-sh/Your-First-Contribution,lunjun-swj,1
quine-sh/Your-First-Contribution,montsea999,1
quine-sh/Your-First-Contribution,s2ahil,1
quine-sh/Your-First-Contribution,Divewitholeg,1
tangqiaoyu/ToolAlpaca,tangqiaoyu,4
befoulad/nrf52_radio_emu,befoulad,3
fanglaosi/Point-In-Context,fanglaosi,39
phhusson/android-os-book,phhusson,1
Wouter01/SwiftUI-Macros,Wouter01,8
enp1s0/ozIMMU,enp1s0,190
namkazt/sd-webui-prompt-history,namkazt,18
vincanger/banger-tweet-bot,vincanger,25
Vector35/efi-resolver,D0ntPanic,5
NirantK/agentai,NirantK,116
NirantK/agentai,KShivendu,8
SatoshiPortal/bullbitcoin-mobile,mocodesmo,32
SatoshiPortal/bullbitcoin-mobile,BullishNode,3
SatoshiPortal/bullbitcoin-mobile,StaxoLotl,1
SatoshiPortal/bullbitcoin-mobile,i5hi,1
ANG13T/aerospace-hacking-tools,ANG13T,60
ANG13T/aerospace-hacking-tools,simmmpleweb,14
ANG13T/aerospace-hacking-tools,Jheimissilva,2
ANG13T/aerospace-hacking-tools,DiFronzo,1
ANG13T/aerospace-hacking-tools,tdumitrache,1
ANG13T/aerospace-hacking-tools,dragosct,1
freeline55/ChatGLM-Video-Sense,freeline55,7
keven1z/simpleIAST,keven1z,14
ZrrSkywalker/LLaMA-Adapter,ZrrSkywalker,4
tuist/SwiftyTailwind,pepicrft,7
tuist/SwiftyTailwind,renovate[bot],1
riti2409/DataScience_Resources,riti2409,3
thedevdavid/digital-garden,thedevdavid,109
